"","CGid","SYMBOL","GeneRegionID","seqnames","CGstart","CGend","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","ENTREZID","transcriptId","distanceToTSS","ENSEMBL","GENENAME","flank_txIds","flank_geneIds","flank_gene_distances","genic","Intergenic","Promoter","fiveUTR","threeUTR","Exon","Intron","downstream","distal_intergenic","main_Categories","CpGislandseqnames","CpGislandstart","CpGislandend","CpGislandwidth","CpGislandstrand","CpGislandlen","CpGislandcount","CpGislandgc","CpGislandoe","CpGislandden","CpGislandpvalue","CpGisland","CGIslandNess","stackHMM","repeatElements","PMDstatus","PMDstatusDetailed","WCGW_inCommonPMDs","WCGW_GenomWide"
"32513","cg23938194","KPNB1","KPNB1_Exon","chr17",45747092,45747093,51,"-","Exon (uc002ilt.2/3837, exon 11 of 22)",17,45727204,45761004,33801,1,"3837","uc002ilt.2",19888,"ENSG00000108424","karyopherin subunit beta 1","uc002ilt.2;uc010wkw.1;uc010wkx.1","3837;3837;3837","0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxEx1",NA,"HMD","commonHMD",NA,"WCGW"
"32514","cg23939000","PLCB4","PLCB4_Exon","chr20",9389788,9389789,51,"-","Exon (uc010gbw.1/5332, exon 22 of 32)",20,9049701,9438136,388436,1,"5332","uc010gbw.1",340087,"ENSG00000101333","phospholipase C beta 4","uc010gbw.1;uc010gbx.3;uc021wal.1;uc021wam.1;uc002wnh.3","5332;5332;5332;5332;5332","0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EnhA4",NA,"PMD","commonPMD",NA,NA
"32515","cg23939037","LOC401463","LOC401463_Intron","chr8",65492570,65492571,50,"+","Intron (uc003xvh.4/401463, intron 1 of 1)",8,65486866,65494445,7580,2,"401463","uc003xvh.4",1825,"ENSG00000254102","uncharacterized LOC401463","uc003xvi.3;uc003xvg.3;uc003xvh.4","27319;401463;401463","0;-2751;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BivProm2",NA,"PMD","neither",NA,NA
"32516","cg23939132","RAB9BP1","RAB9BP1_Intergenic_upstream","chr5",103767909,103767910,51,"-","Distal Intergenic",5,104435175,104435799,625,1,"9366","uc003kok.3",-667266,"ENSG00000232159","RAB9B, member RAS oncogene family pseudogene 1",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_upstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EnhWk4","Unknown","PMD","commonPMD",NA,NA
"32517","cg23939166","SAMD4A","SAMD4A_Promoter","chr14",55032812,55032813,50,"+","Promoter (1-2kb)",14,55034330,55170589,136260,1,"23034","uc001xba.3",-1518,"ENSG00000020577","sterile alpha motif domain containing 4A","uc001xba.3;uc001xbb.4;uc001xbc.3","23034;23034;23034","0;0;0",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Promoter","14",55032812,55033689,878,"*",878,120,0.759681093394077,0.947311634598094,0.136674259681093,5.76410781660802e-100,"CpGisland",NA,"TSS1",NA,"HMD","neither",NA,NA
"32518","cg23940242","FIGN","FIGN_fiveUTR","chr2",164591564,164591565,50,"+","Promoter (<=1kb)",2,164464118,164592513,128396,2,"55137","uc002uck.1",898,"ENSG00000182263","fidgetin, microtubule severing factor","uc002uck.1","55137","0",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"fiveUTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","PromF5",NA,"PMD","commonPMD",NA,NA
"32519","cg23941256","RPS6KB1","RPS6KB1_fiveUTR","chr17",57971143,57971144,50,"+","Promoter (<=1kb)",17,57970407,58027786,57380,1,"6198","uc002ixy.4",738,"ENSG00000108443","ribosomal protein S6 kinase B1","uc002ixw.2;uc002ixx.2;uc010ddf.2;uc010ddg.2;uc010ddh.2;uc010ddi.2;uc010wok.2;uc010wol.2;uc002ixy.4;uc010ddj.3;uc010wom.3;uc010won.3","51174;51174;51174;51174;51174;51174;51174;51174;6198;6198;6198;6198","-839;-839;-839;-839;-839;-839;-839;-839;0;0;0;0",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"fiveUTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","PromF4",NA,"HMD","commonHMD",NA,NA
"32520","cg23941599","FEM1C","FEM1C_Promoter","chr5",114880796,114880797,51,"+","Promoter (<=1kb)",5,114856608,114880591,23984,2,"56929","uc003krb.1",-155,"ENSG00000145780","fem-1 homolog C","uc003krb.1","56929","-155",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Promoter","5",114880043,114880797,755,"*",755,83,0.727152317880795,0.836313892966769,0.109933774834437,1.87801852358534e-60,"CpGisland","+","TSS2",NA,"HMD","commonHMD",NA,NA
"32521","cg23942009","UNC80","UNC80_Exon","chr2",210678443,210678444,50,"-","Exon (uc010zjc.1/285175, exon 8 of 64)",2,210636717,210864024,227308,1,"285175","uc010zjc.1",41677,"ENSG00000144406","unc-80 homolog, NALCN channel complex subunit","uc010zjc.1;uc021vvx.1","285175;285175","0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhA18",NA,"PMD","commonPMD",NA,NA
"32522","cg23942154","MOCS1","MOCS1_threeUTR","chr6",39876831,39876832,51,"+","3' UTR",6,39872034,39895455,23422,2,"4337","uc003opa.3",18624,"ENSG00000124615","molybdenum cofactor synthesis 1","uc003oow.3;uc003oox.3;uc003opa.3;uc003opb.3;uc003opd.3;uc003ope.3","23500;23500;4337;4337;4337;4337","116622;116008;0;0;0;0",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"threeUTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quies3",NA,"PMD","commonPMD",NA,NA
"32523","cg23942507","ASXL1","ASXL1_Exon","chr20",31021672,31021673,50,"-","Exon (uc002wxs.3/171023, exon 11 of 12)",20,30946147,31027122,80976,1,"171023","uc002wxs.3",75476,"ENSG00000171456","ASXL transcriptional regulator 1","uc002wxs.3;uc021wbw.1;uc010geb.3","171023;171023;171023","0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxEx2",NA,"HMD","commonHMD",NA,NA
"32524","cg23943088","ARHGAP15","ARHGAP15_Intron","chr2",144483939,144483940,51,"-","Intron (uc002tvm.4/55843, intron 13 of 13)",2,143886899,144525921,639023,1,"55843","uc002tvm.4",597040,"ENSG00000075884","Rho GTPase activating protein 15","uc002tvm.4;uc002tvn.3","55843;55843","0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","Tx8",NA,"PMD","commonPMD",NA,NA
"32525","cg23945573","ARHGEF1","ARHGEF1_Intron","chr19",42426934,42426935,51,"+","Intron (uc002osc.3/9138, intron 18 of 20)",19,42399422,42434296,34875,1,"9138","uc002osc.3",27462,"ENSG00000076928","Rho guanine nucleotide exchange factor 1","uc002osc.3","9138","0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","ReprPC1",NA,"PMD","neither",NA,NA
"32526","cg23945855","CNOT6L","CNOT6L_Exon","chr4",78694267,78694268,50,"-","Exon (uc011ccd.2/246175, exon 4 of 12)",4,78634541,78740522,105982,2,"246175","uc011ccd.2",46204,"ENSG00000138767","CCR4-NOT transcription complex subunit 6 like","uc011ccd.2;uc003hks.3;uc011cce.1","246175;246175;246175","0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","Tx8",NA,"HMD","commonHMD",NA,NA
"32527","cg23946346","WDR20","WDR20_Exon","chr14",102606446,102606447,50,"-","Promoter (<=1kb)",14,102606189,102690010,83822,1,"91833","uc001yld.3",208,"ENSG00000140153","WD repeat domain 20","uc001ykv.4;uc001ykz.3;uc001yla.3;uc001ylb.3;uc001ylf.3;uc010txu.2;uc001ylc.3;uc001yld.3;uc001yle.3","3320;91833;91833;91833;91833;91833;91833;91833;91833","-311;0;0;0;0;0;0;0;0",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon","14",102606203,102606631,429,"*",429,36,0.636363636363636,0.835895215414592,0.0839160839160839,3.42037838676039e-22,"CpGisland","+","PromF4",NA,"HMD","commonHMD",NA,NA
"32528","cg23946873","ZIC2","ZIC2_Intron","chr13",100636292,100636293,50,"-","Intron (uc001von.3/7546, intron 1 of 2)",13,100634026,100639019,4994,1,"7546","uc001von.3",2217,"ENSG00000043355","Zic family member 2","uc001von.3","7546","0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","BivProm2",NA,"HMD","neither",NA,NA
"32529","cg23948594","TBCA","TBCA_Intergenic_upstream","chr5",77143870,77143871,50,"+","Distal Intergenic",5,76987074,77072185,85112,2,"6902","uc003kfi.1",-71687,"ENSG00000171530","tubulin folding cofactor A",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_upstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","BivProm3",NA,"PMD","neither",NA,NA
"32530","cg23948922","EPHA4","EPHA4_threeUTR","chr2",222290656,222290657,50,"-","3' UTR",2,222282747,222437010,154264,2,"2043","uc002vmq.3",146303,"ENSG00000116106","EPH receptor A4","uc002vmq.3;uc002vmr.2;uc010zlm.1","2043;2043;2043","0;0;0",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"threeUTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","Tx8",NA,"PMD","neither",NA,NA
"32531","cg23949524","ELK3","ELK3_fiveUTR","chr12",96588205,96588206,50,"-","Promoter (<=1kb)",12,96588207,96661606,73400,1,"2004","uc001teo.1",0,"ENSG00000111145","ETS transcription factor ELK3","uc001teo.1","2004","0",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"fiveUTR","12",96587840,96588279,440,"*",440,60,0.777272727272727,0.916666666666667,0.136363636363636,3.24405602258047e-50,"CpGisland","+","PromF4",NA,"HMD","neither",NA,NA
"32532","cg23950645","MIR3659","MIR3659_Intergenic_downstream","chr1",38589487,38589488,51,"+","Distal Intergenic",1,38554903,38555001,99,1,"100500801","uc021olo.1",34534,"ENSG00000265596","microRNA 3659",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_downstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EnhA12",NA,"PMD","neither",NA,NA
"32533","cg23952337","SATB1","SATB1_Intron","chr3",18444712,18444713,50,"-","Intron (uc003cbh.3/6304, intron 5 of 10)",3,18389133,18480265,91133,2,"6304","uc003cbj.3",35503,"ENSG00000182568","SATB homeobox 1","uc003cbh.3;uc003cbi.3;uc003cbj.3","6304;6304;6304","0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EnhWk6",NA,"PMD","commonPMD",NA,NA
"32534","cg23954655","STK24","STK24_Intron","chr13",99223562,99223563,51,"-","Intron (uc001vnn.1/8428, intron 1 of 10)",13,99102455,99229396,126942,2,"8428","uc001vnn.1",5784,"ENSG00000102572","serine/threonine kinase 24","uc001vnn.1;uc010tim.1","8428;8428","0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EnhA9",NA,"HMD","commonHMD",NA,NA
"32535","cg23954711","NFXL1","NFXL1_Exon","chr4",47892677,47892678,51,"+","Exon (uc010igh.3/152518, exon 12 of 23)",4,47849258,47916556,67299,2,"152518","uc010igh.3",23879,"ENSG00000170448","nuclear transcription factor, X-box binding like 1","uc010igh.3;uc003gxp.3;uc003gxq.4;uc010igi.3","152518;152518;152518;152518","0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","Tx7",NA,"HMD","commonHMD",NA,NA
"32536","cg23955246","SKI","SKI_Intron","chr1",2170584,2170585,50,"-","Intron (uc001aja.4/6497, intron 1 of 6)",1,2160134,2241652,81519,1,"6497","uc001aja.4",10452,"ENSG00000157933","SKI proto-oncogene","uc001aja.4","6497","0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxEnh2",NA,"HMD","commonHMD",NA,NA
"32537","cg23955751","CDC6","CDC6_Intron","chr17",38451875,38451876,50,"-","Intron (uc002huj.1/990, intron 8 of 11)",17,38444146,38459413,15268,1,"990","uc002huj.1",7731,"ENSG00000094804","cell division cycle 6","uc002huj.1","990","0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxEnh5",NA,"HMD","commonHMD",NA,NA
"32538","cg23958168","MIR137HG","MIR137HG_Exon","chr1",98514955,98514956,50,"+","Promoter (<=1kb)",1,98453556,98515249,61694,2,"400765","uc001drx.2",294,"ENSG00000225206","MIR137 host gene","uc021oqj.1;uc001drx.2;uc009wdx.3;uc021oqk.1","100616452;400765;400765;406928","-3999;0;0;0",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BivProm1",NA,"PMD","commonPMD",NA,NA
"32539","cg23958856","TLE1","TLE1_Intergenic_downstream","chr9",84167946,84167947,50,"+","Distal Intergenic",9,84198598,84303596,104999,2,"7088","uc004aly.3",135650,"ENSG00000196781","TLE family member 1, transcriptional corepressor",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_downstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhA14",NA,"HMD","neither",NA,NA
"32540","cg23959331","GOLGB1","GOLGB1_Exon","chr3",121438590,121438591,50,"+","Exon (uc003eei.5/2804, exon 7 of 22)",3,121382046,121468614,86569,2,"2804","uc003eei.5",30024,"ENSG00000173230","golgin B1","uc003eei.5;uc003eej.5;uc010hrc.4;uc021xcy.2;uc011bjm.1;uc010hrd.2","2804;2804;2804;2804;2804;2804","0;0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxEx2",NA,"HMD","commonHMD",NA,NA
"32541","cg23960883","EBF3","EBF3_Intron","chr10",131742858,131742859,50,"-","Intron (uc001lki.2/253738, intron 6 of 15)",10,131633496,131762091,128596,2,"253738","uc001lki.2",19233,"ENSG00000108001","EBF transcription factor 3","uc001lki.2;uc021qav.2","253738;253738","0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhWk3",NA,"PMD","commonPMD",NA,NA
"32542","cg23961204","BPTF","BPTF_Intron","chr17",65925126,65925127,50,"-","Intron (uc002jge.3/2186, intron 18 of 29)",17,65821780,65980494,158715,1,"2186","uc002jge.3",103297,"ENSG00000171634","bromodomain PHD finger transcription factor","uc002jge.3;uc002jgf.3","2186;2186","0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxEx2",NA,"HMD","commonHMD",NA,"WCGW"
"32543","cg23961514","EIF4B","EIF4B_Exon","chr12",53415519,53415520,51,"+","Exon (uc009zmp.1/1975, exon 6 of 9)",12,53400062,53421703,21642,1,"1975","uc009zmp.1",15407,"ENSG00000063046","eukaryotic translation initiation factor 4B","uc009zmp.1;uc001sbh.4;uc010snu.2;uc010snv.2","1975;1975;1975;1975","0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxEx1",NA,"HMD","commonHMD",NA,"WCGW"
"32544","cg23963089","ASCC3","ASCC3_Intron","chr6",100962827,100962828,50,"+","Intron (uc003pqk.3/10973, intron 39 of 41)",6,100956608,101329224,372617,2,"10973","uc003pqk.3",366347,"ENSG00000112249","activating signal cointegrator 1 complex subunit 3","uc003pqk.3","10973","0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","Tx6",NA,"HMD","commonHMD",NA,NA
"32545","cg23963256","FBXW7","FBXW7_Exon","chr4",153303348,153303349,51,"+","Promoter (<=1kb)",4,153242410,153303664,61255,2,"55294","uc003imr.3",316,"ENSG00000109670","F-box and WD repeat domain containing 7","uc003imr.3;uc003ims.3;uc011cii.2;uc003imt.3","55294;55294;55294;55294","0;0;0;0",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EnhA10",NA,"HMD","commonHMD",NA,NA
"32546","cg23963604","MNT","MNT_fiveUTR","chr17",2303956,2303957,50,"-","Promoter (<=1kb)",17,2287354,2304258,16905,2,"4335","uc002fur.3",251,"ENSG00000070444","MAX network transcriptional repressor","uc002fur.3","4335","0",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"fiveUTR","17",2303923,2304164,242,"*",242,28,0.735537190082645,0.868717948717949,0.115702479338843,1.907135947635e-21,"CpGisland","+","PromF4",NA,"HMD","commonHMD",NA,NA
"32547","cg23964741","CRPPA-AS1","CRPPA-AS1_Intergenic_upstream","chr7",16103580,16103581,50,"-","Distal Intergenic",7,16250111,16310229,60119,1,"100506025","uc022aae.1",-146529,"ENSG00000229688","CRPPA antisense RNA 1",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_upstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EnhA2",NA,"HMD","neither",NA,NA
"32548","cg23966182","NHS","NHS_Exon","chrX",17744916,17744917,51,"-","Exon (uc004cxx.3/4810, exon 6 of 8)",23,17393543,17754113,360571,1,"4810","uc004cxx.3",351373,"ENSG00000188158","NHS actin remodeling regulator","uc004cxx.3;uc011mix.2;uc004cxy.3;uc004cxz.3;uc004cya.3","4810;4810;4810;4810;4810","0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TxWk2",NA,NA,NA,NA,NA
"32549","cg23968328","SPRY1","SPRY1_Intergenic_downstream","chr4",124385199,124385200,51,"-","Distal Intergenic",4,124320645,124324915,4271,1,"10252","uc003ifb.4",64604,"ENSG00000164056","sprouty RTK signaling antagonist 1",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_downstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhWk7",NA,"HMD","commonHMD",NA,NA
"32550","cg23970267","RRP9","RRP9_Exon","chr3",51970352,51970353,50,"-","Exon (uc003dbw.2/9136, exon 8 of 15)",3,51967442,51975957,8516,2,"9136","uc003dbw.2",5606,"ENSG00000114767","ribosomal RNA processing 9, U3 small nucleolar RNA binding protein","uc003dbw.2","9136","0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxEx2",NA,"PMD","neither",NA,NA
"32551","cg23970709","PLEKHH3","PLEKHH3_Exon","chr17",40821936,40821937,50,"-","Exon (uc002iat.2/79990, exon 11 of 13)",17,40819932,40828108,8177,2,"79990","uc002iat.2",6121,"ENSG00000068137","pleckstrin homology, MyTH4 and FERM domain containing H3","uc010wgr.2;uc002iap.3;uc002iat.2;uc002iau.3;uc002iav.3;uc002iaw.2","27175;27175;79990;79990;79990;79990","0;0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon","17",40821903,40822459,557,"*",557,74,0.775583482944345,0.883520535025294,0.132854578096948,7.96745107427081e-61,"CpGisland","+","TxEx4",NA,"HMD","commonHMD",NA,NA
"32552","cg23972152","ZNF609","ZNF609_Exon","chr15",64792307,64792308,51,"-","Promoter (<=1kb)",15,64791619,64978266,186648,1,"23060","uc002ann.3",688,"ENSG00000180357","zinc finger protein 609","uc002ann.3","23060","0",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","TxEx1",NA,"HMD","commonHMD",NA,NA
"32553","cg23972738","MEIS1","MEIS1_Exon","chr2",66667039,66667040,51,"-","Exon (uc002sdt.3/4211, exon 3 of 11)",2,66662532,66799891,137360,1,"4211","uc002sdu.3",4507,"ENSG00000143995","Meis homeobox 1","uc002sdt.3;uc002sdu.3;uc010yqh.2;uc010yqi.2;uc002sdw.1","4211;4211;4211;4211;4211","0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon","2",66667039,66667108,70,"*",70,9,0.628571428571429,1.40625,0.128571428571429,1.5887250880779e-07,"CpGisland","-","PromF5",NA,"PMD","commonPMD",NA,NA
"32554","cg23973122","PSD2","PSD2_Intergenic_upstream","chr5",139127494,139127495,51,"+","Distal Intergenic",5,139175406,139224048,48643,1,"84249","uc003leu.1",-47912,"ENSG00000146005","pleckstrin and Sec7 domain containing 2",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_upstream","5",139127027,139127807,781,"*",781,64,0.667093469910371,0.738272480207964,0.0819462227912932,3.12036499986706e-38,"CpGisland","+","PromF5",NA,"PMD","neither",NA,NA
"32555","cg23973694","NR2F2","NR2F2_Intergenic_downstream","chr15",96888935,96888936,50,"-","Distal Intergenic",15,96876569,96883492,6924,1,"7026","uc010urk.2",12366,"ENSG00000185551","nuclear receptor subfamily 2 group F member 2",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_downstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BivProm4",NA,"HMD","neither",NA,NA
"32556","cg23973845","CNKSR2","CNKSR2_fiveUTR","chrX",21545014,21545015,50,"-","Promoter (<=1kb)",23,21544985,21660980,115996,1,"22866","uc004czy.3",0,"ENSG00000149970","connector enhancer of kinase suppressor of Ras 2","uc004czw.3;uc011mjn.2;uc004czx.2;uc011mjo.2;uc004czy.3","22866;22866;22866;22866;22866","0;0;0;0;0",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"fiveUTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","Acet3",NA,NA,NA,NA,NA
"32557","cg23974202","CCNT2","CCNT2_fiveUTR","chr2",135676486,135676487,50,"+","Promoter (<=1kb)",2,135676392,135716915,40524,1,"905","uc002tub.2",45,"ENSG00000082258","cyclin T2","uc010zbe.3;uc002tub.2;uc002tuc.2;uc002tud.2;uc010zbf.2","100129961;905;905;905;905","-261;0;0;0;0",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"fiveUTR","2",135676071,135676733,663,"*",663,77,0.680241327300151,1.00871369294606,0.116138763197587,3.69729226318039e-58,"CpGisland","+","PromF4",NA,"HMD","neither",NA,NA
"32558","cg23975882","ZNF521","ZNF521_Intron","chr18",22745382,22745383,50,"+","Intron (uc002kvk.2/25925, intron 5 of 7)",18,22641888,22932214,290327,2,"25925","uc002kvk.2",186832,"ENSG00000198795","zinc finger protein 521","uc002kvk.2;uc002kvl.2;uc010dly.2;uc010xbe.1","25925;25925;25925;25925","0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","BivProm4",NA,"PMD","commonPMD",NA,NA
"32559","cg23976139","IKZF2","IKZF2_fiveUTR","chr2",213921639,213921640,50,"+","5' UTR",2,213864411,214016333,151923,2,"22807","uc002ven.3",94694,"ENSG00000030419","IKAROS family zinc finger 2","uc002vej.3;uc002vek.3;uc002vel.3;uc010fuu.3;uc010fuv.3;uc010fuw.3;uc010fux.3;uc010fuy.3;uc002vem.3;uc002ven.3","22807;22807;22807;22807;22807;22807;22807;22807;22807;22807","0;0;0;0;0;0;0;0;0;0",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"fiveUTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TxWk2",NA,"HMD","neither",NA,NA
"32560","cg23976192","RNASE12","RNASE12_Exon","chr14",21081973,21081974,51,"+","Exon (uc021rny.1/uc021rny.1, exon 1 of 1)",14,21058240,21058982,743,2,"493901","uc001vxt.3",-22941,"ENSG00000258436","ribonuclease A family member 12 (inactive)",NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","TSS1","tRNA","HMD","neither",NA,NA
"32561","cg23976215","LINC00348","LINC00348_Intergenic_upstream","chr13",71329866,71329867,50,"+","Distal Intergenic",13,71589273,71742549,153277,1,"100885781","uc031qmd.1",-259357,"ENSG00000226846","long intergenic non-protein coding RNA 348",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_upstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quies2",NA,"PMD","commonPMD","WCGW","WCGW"
